"District
Number",District,"Campus
Number",Campus,Region,County,"School
Type","Grades
Served","Alternative
Education
Accountability",Charter,"Number of
Students","%
Economically
Disadvantaged","% EB/EL
Students","Overall
Rating","Overall
Score","Student
Achievement
Rating","Student
Achievement
Score","School
Progress
Rating","School
Progress
Score","Academic
Growth
Rating","Academic
Growth
Score","Relative
Performance
Rating","Relative
Performance
Score","Closing
the Gaps Rating","Closing
the Gaps Score","Support
Label","Public
Education
Grant","Distinction
ELA/Reading","Distinction
Mathematics","Distinction
Science","Distinction
Soc Studies","Distinction
Progress","Distinction
Closing the Gaps","Distinction
Postsecondary
Readiness","US Congress
District","US Congress
Election District","TX House
District","TX House
Election District","TX Senate
District","TX Senate
Election District","Campus Enrollment
Type"
181901,BRIDGE CITY ISD,181901041,BRIDGE CITY MIDDLE,REGION 05: BEAUMONT,ORANGE,Middle School,06 - 08,No,No,694,0.401,0.066,D,67,C,76,D,65,D,65,D,63,F,47,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,14,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181901,BRIDGE CITY ISD,181901102,BRIDGE CITY EL,REGION 05: BEAUMONT,ORANGE,Elementary,EE - 02,No,No,829,0.511,0.106,B,80,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,14,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181901,BRIDGE CITY ISD,181901103,BRIDGE CITY INT,REGION 05: BEAUMONT,ORANGE,Elementary,03 - 05,No,No,710,0.432,0.093,B,80,B,82,C,79,D,68,C,79,C,76,,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Not Earned,14,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181905,ORANGEFIELD ISD,,,REGION 05: BEAUMONT,ORANGE,District,,No,No,1852,0.366,0.024,C,76,C,79,C,75,C,75,C,70,C,70,,,,,,,,,Not Earned,,,,,,,
181905,ORANGEFIELD ISD,181905001,ORANGEFIELD H S,REGION 05: BEAUMONT,ORANGE,High School,09 - 12,No,No,549,0.348,0.026,B,81,C,78,B,86,B,86,C,72,D,68,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,14,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181905,ORANGEFIELD ISD,181905041,ORANGEFIELD J H,REGION 05: BEAUMONT,ORANGE,Middle School,06 - 08,No,No,434,0.343,0.014,B,82,B,83,C,76,C,76,C,70,C,79,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,14,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181905,ORANGEFIELD ISD,181905102,ORANGEFIELD EL,REGION 05: BEAUMONT,ORANGE,Elementary,EE - 05,No,No,869,0.388,0.029,C,73,C,77,D,66,D,60,D,66,D,62,Additional Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,14,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181906,WEST ORANGE-COVE CISD,,,REGION 05: BEAUMONT,ORANGE,District,,No,No,2615,0.921,0.074,D,66,F,59,D,66,D,66,D,64,D,66,,,,,,,,,Not Earned,,,,,,,
181906,WEST ORANGE-COVE CISD,181906001,WEST ORANGE-STARK H S,REGION 05: BEAUMONT,ORANGE,High School,09 - 12,No,No,660,0.883,0.036,D,64,D,63,D,67,F,57,D,67,F,57,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,14,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181906,WEST ORANGE-COVE CISD,181906041,WEST ORANGE-STARK MIDDLE,REGION 05: BEAUMONT,ORANGE,Middle School,06 - 08,No,No,505,0.915,0.04,C,75,D,62,C,75,C,75,C,72,C,75,Targeted Support,,Not Earned,Not Earned,Not Earned,Earned,Earned,Not Earned,Not Earned,14,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181906,WEST ORANGE-COVE CISD,181906102,WEST ORANGE-STARK EL,REGION 05: BEAUMONT,ORANGE,Elementary,KG - 05,No,No,1130,0.936,0.098,D,68,F,51,D,68,D,68,F,53,D,69,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,14,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181906,WEST ORANGE-COVE CISD,181906104,M B NORTH E C LRN CTR,REGION 05: BEAUMONT,ORANGE,Elementary,PK - PK,No,No,320,0.953,0.119,D,68,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,14,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181907,VIDOR ISD,,,REGION 05: BEAUMONT,ORANGE,District,,No,No,4310,0.603,0.026,B,80,C,75,B,80,C,77,B,80,C,79,,,,,,,,,Not Earned,,,,,,,
181907,VIDOR ISD,181907001,VIDOR H S,REGION 05: BEAUMONT,ORANGE,High School,09 - 12,No,No,1192,0.498,0.012,B,86,C,74,B,85,B,85,B,81,B,88,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,Not Earned,14,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181907,VIDOR ISD,181907004,VIDOR JJAEP,REGION 05: BEAUMONT,ORANGE,High School,09 - 09,No,No,2,1,0,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,14,,21,,3,,SPECIAL ASSIGNMENT SCHOOL
181907,VIDOR ISD,181907041,VIDOR J H,REGION 05: BEAUMONT,ORANGE,Middle School,07 - 08,No,No,628,0.588,0.029,B,83,C,78,B,81,C,78,B,81,B,88,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,14,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181907,VIDOR ISD,181907101,PINE FOREST EL,REGION 05: BEAUMONT,ORANGE,Elementary,EE - 04,No,No,604,0.629,0.053,C,72,C,71,C,73,C,73,D,69,C,70,Targeted Support,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,14,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181907,VIDOR ISD,181907102,VIDOR EL,REGION 05: BEAUMONT,ORANGE,Elementary,EE - 04,No,No,586,0.732,0.017,C,77,C,76,B,82,D,60,B,82,D,65,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,14,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181907,VIDOR ISD,181907103,OAK FOREST EL,REGION 05: BEAUMONT,ORANGE,Elementary,EE - 04,No,No,671,0.692,0.033,C,74,C,74,C,79,D,69,C,79,D,63,Additional Targeted Support,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,14,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181907,VIDOR ISD,181907104,VIDOR MIDDLE,REGION 05: BEAUMONT,ORANGE,Middle School,05 - 06,No,No,627,0.579,0.022,C,75,C,76,C,79,D,69,C,79,D,67,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,14,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181908,LITTLE CYPRESS-MAURICEVILLE CISD,,,REGION 05: BEAUMONT,ORANGE,District,,No,No,3336,0.511,0.038,C,70,C,72,D,69,D,69,D,67,D,66,,,,,,,,,Not Earned,,,,,,,
181908,LITTLE CYPRESS-MAURICEVILLE CISD,181908001,LIT CYPR-MRCEVILLE H S,REGION 05: BEAUMONT,ORANGE,High School,09 - 12,No,No,1012,0.425,0.022,C,74,C,75,C,75,C,75,C,73,C,71,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,14,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181908,LITTLE CYPRESS-MAURICEVILLE CISD,181908041,LITTLE CYPRESS J H,REGION 05: BEAUMONT,ORANGE,Middle School,06 - 08,No,No,497,0.477,0.044,C,72,C,74,D,69,D,69,D,63,D,67,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,14,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181908,LITTLE CYPRESS-MAURICEVILLE CISD,181908042,MAURICEVILLE MIDDLE,REGION 05: BEAUMONT,ORANGE,Middle School,06 - 08,No,No,291,0.491,0.017,C,73,C,75,C,72,C,72,D,69,D,68,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,14,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181908,LITTLE CYPRESS-MAURICEVILLE CISD,181908101,LITTLE CYPRESS EL,REGION 05: BEAUMONT,ORANGE,Elementary,EE - 03,No,No,653,0.579,0.063,C,78,C,77,C,79,Not Rated,.,C,79,C,76,,,Earned,Not Earned,,,,Not Earned,Not Earned,14,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181908,LITTLE CYPRESS-MAURICEVILLE CISD,181908102,MAURICEVILLE EL,REGION 05: BEAUMONT,ORANGE,Elementary,EE - 05,No,No,570,0.616,0.046,D,63,D,64,D,60,D,60,F,59,D,62,Additional Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,14,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181908,LITTLE CYPRESS-MAURICEVILLE CISD,181908103,LITTLE CYPRESS INT,REGION 05: BEAUMONT,ORANGE,Elementary,04 - 05,No,No,313,0.53,0.038,F,56,F,59,F,55,F,54,F,55,F,48,Additional Targeted Support,true,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,14,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
182901,GORDON ISD,,,REGION 11: FORT WORTH,PALO PINTO,District,,No,No,239,0.59,0.084,C,77,C,77,C,74,D,67,C,74,C,78,,,,,,,,,,,,,,,,
182901,GORDON ISD,182901001,GORDON SCHOOL,REGION 11: FORT WORTH,PALO PINTO,Elem/Secondary,PK - 12,No,No,239,0.59,0.084,C,77,C,77,C,74,D,67,C,74,C,78,,,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,25,25,60,60,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
182902,GRAFORD ISD,,,REGION 11: FORT WORTH,PALO PINTO,District,,No,No,321,0.558,0.075,C,77,C,79,C,76,C,70,C,76,C,73,,,,,,,,,,,,,,,,
182902,GRAFORD ISD,182902001,GRAFORD SCHOOL,REGION 11: FORT WORTH,PALO PINTO,Elem/Secondary,EE - 12,No,No,321,0.558,0.075,C,77,C,79,C,76,C,70,C,76,C,73,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,25,25,60,60,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
182903,MINERAL WELLS ISD,,,REGION 11: FORT WORTH,PALO PINTO,District,,No,No,3347,0.772,0.158,C,76,C,74,C,78,D,62,C,78,C,70,,,,,,,,,Not Earned,,,,,,,
182903,MINERAL WELLS ISD,182903001,MINERAL WELLS H S,REGION 11: FORT WORTH,PALO PINTO,High School,09 - 12,No,No,920,0.738,0.089,C,74,C,76,C,76,F,59,C,76,C,70,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,25,25,60,60,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
182903,MINERAL WELLS ISD,182903002,MINERAL WELLS ACADEMY,REGION 11: FORT WORTH,PALO PINTO,High School,10 - 12,Yes,No,19,0.737,0,A,90,A,90,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,25,25,60,60,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
182903,MINERAL WELLS ISD,182903041,MINERAL WELLS J H,REGION 11: FORT WORTH,PALO PINTO,Middle School,07 - 08,No,No,498,0.747,0.145,C,77,C,72,C,79,D,65,C,79,C,73,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,25,25,60,60,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
182903,MINERAL WELLS ISD,182903105,MINERAL WELLS EL,REGION 11: FORT WORTH,PALO PINTO,Elementary,EE - 06,No,No,1910,0.795,0.196,C,76,C,73,B,80,D,63,B,80,D,68,Additional Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,25,25,60,60,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
182904,SANTO ISD,,,REGION 11: FORT WORTH,PALO PINTO,District,,No,No,544,0.397,0.037,A,91,A,93,B,89,B,83,B,89,B,87,,,,,,,,,Earned,,,,,,,
182904,SANTO ISD,182904001,SANTO H S,REGION 11: FORT WORTH,PALO PINTO,Elem/Secondary,06 - 12,No,No,276,0.406,0.04,A,94,A,94,A,91,A,90,A,91,A,94,,,Earned,Earned,Earned,Not Earned,Earned,Earned,Earned,25,25,60,60,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
182904,SANTO ISD,182904101,SANTO EL,REGION 11: FORT WORTH,PALO PINTO,Elementary,PK - 05,No,No,268,0.388,0.034,B,84,A,90,B,84,D,66,B,84,C,70,,,Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Earned,25,25,60,60,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
182905,STRAWN ISD,,,REGION 11: FORT WORTH,PALO PINTO,District,,No,No,174,0.638,0.161,B,84,B,85,B,83,C,70,B,83,B,82,,,,,,,,,,,,,,,,
182905,STRAWN ISD,182905001,STRAWN SCHOOL,REGION 11: FORT WORTH,PALO PINTO,Elem/Secondary,PK - 12,No,No,174,0.638,0.161,B,84,B,85,B,83,C,70,B,83,B,82,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,25,25,60,60,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
182906,PALO PINTO ISD,,,REGION 11: FORT WORTH,PALO PINTO,District,,No,No,97,0.536,0.01,A,92,A,94,A,94,C,79,A,94,B,87,,,,,,,,,,,,,,,,
182906,PALO PINTO ISD,182906101,PALO PINTO EL,REGION 11: FORT WORTH,PALO PINTO,Elementary,PK - 06,No,No,97,0.536,0.01,A,92,A,94,A,94,C,79,A,94,B,87,,,Earned,Not Earned,Earned,,Not Earned,Earned,Earned,25,25,60,60,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
183801,PANOLA CHARTER SCHOOL,,,REGION 07: KILGORE,PANOLA,District,,No,Yes,197,0.299,0.025,A,90,A,91,B,88,C,79,B,88,B,87,,,,,,,,,Not Earned,,,,,,,
183801,PANOLA CHARTER SCHOOL,183801001,PANOLA CS,REGION 07: KILGORE,PANOLA,High School,08 - 12,Yes,Yes,30,0.267,0.033,B,85,B,85,B,86,B,86,Not Rated,.,B,83,,,,,,,,,,1,1,11,11,1,1,OPEN ENROLLMENT CHARTER SCHOOL
183801,PANOLA CHARTER SCHOOL,183801002,TEXAS EARLY COLLEGE H S,REGION 07: KILGORE,PANOLA,High School,08 - 12,No,Yes,114,0.351,0.035,B,88,A,90,B,84,C,70,B,84,B,83,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,1,1,7,7,1,1,OPEN ENROLLMENT CHARTER SCHOOL
183801,PANOLA CHARTER SCHOOL,183801003,PANOLA EARLY COLLEGE H S,REGION 07: KILGORE,PANOLA,High School,08 - 12,No,Yes,53,0.208,0,A,98,A,98,A,97,A,95,A,97,A,99,,,Earned,Not Earned,Earned,Earned,Earned,Not Earned,Earned,1,1,11,11,1,1,OPEN ENROLLMENT CHARTER SCHOOL
183901,BECKVILLE ISD,,,REGION 07: KILGORE,PANOLA,District,,No,No,686,0.437,0.031,B,86,B,86,B,82,D,64,B,82,B,85,,,,,,,,,Not Earned,,,,,,,
183901,BECKVILLE ISD,183901001,BECKVILLE JR-SR HIGH SCHOOL,REGION 07: KILGORE,PANOLA,Elem/Secondary,06 - 12,No,No,343,0.364,0.026,A,91,A,90,B,85,D,60,B,85,A,92,,,Not Earned,Not Earned,Earned,Earned,Not Earned,Not Earned,Not Earned,1,1,11,11,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
183901,BECKVILLE ISD,183901101,BECKVILLE SUNSET EL,REGION 07: KILGORE,PANOLA,Elementary,EE - 05,No,No,343,0.51,0.035,C,75,C,77,C,75,C,73,C,75,C,70,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,1,1,11,11,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
183902,CARTHAGE ISD,,,REGION 07: KILGORE,PANOLA,District,,No,No,2616,0.588,0.091,B,82,B,80,B,81,C,78,B,81,B,83,,,,,,,,,Not Earned,,,,,,,
183902,CARTHAGE ISD,183902001,CARTHAGE H S,REGION 07: KILGORE,PANOLA,High School,09 - 12,No,No,809,0.535,0.069,B,89,B,86,B,88,B,84,B,88,A,92,,,Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,Earned,1,1,11,11,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
183902,CARTHAGE ISD,183902042,CARTHAGE J H,REGION 07: KILGORE,PANOLA,Middle School,07 - 08,No,No,392,0.582,0.128,B,89,B,82,B,87,B,87,B,86,A,92,,,Not Earned,Not Earned,Not Earned,Earned,Earned,Earned,Earned,1,1,11,11,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
183902,CARTHAGE ISD,183902101,BAKER-KOONCE INT,REGION 07: KILGORE,PANOLA,Elementary,04 - 06,No,No,567,0.584,0.108,D,69,C,70,D,65,D,62,D,65,D,65,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,1,1,11,11,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
183902,CARTHAGE ISD,183902103,LIBBY EL,REGION 07: KILGORE,PANOLA,Elementary,02 - 03,No,No,368,0.609,0.101,B,82,B,80,B,84,Not Rated,.,B,84,C,77,,,Not Earned,Not Earned,,,,Earned,Earned,1,1,11,11,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
183902,CARTHAGE ISD,183902104,CARTHAGE PRI,REGION 07: KILGORE,PANOLA,Elementary,EE - 01,No,No,480,0.671,0.071,B,82,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,1,1,11,11,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
183904,GARY ISD,,,REGION 07: KILGORE,PANOLA,District,,No,No,493,0.688,0.028,C,74,C,76,C,76,C,74,C,76,D,69,,,,,,,,,,,,,,,,
183904,GARY ISD,183904001,GARY SCHOOL,REGION 07: KILGORE,PANOLA,Elem/Secondary,EE - 12,No,No,493,0.688,0.028,C,74,C,76,C,76,C,74,C,76,D,69,,,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,1,1,11,11,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
184801,CROSSTIMBERS ACADEMY,,,REGION 11: FORT WORTH,PARKER,District,,Yes,Yes,151,0.424,0,B,87,B,88,A,91,C,77,A,91,C,77,,,,,,,,,,,,,,,,
184801,CROSSTIMBERS ACADEMY,184801001,CROSSTIMBERS ACADEMY,REGION 11: FORT WORTH,PARKER,High School,09 - 12,Yes,Yes,151,0.424,0,B,87,B,88,A,91,C,77,A,91,C,77,,,,,,,,,,25,25,60,60,10,10,OPEN ENROLLMENT CHARTER SCHOOL
184901,POOLVILLE ISD,,,REGION 11: FORT WORTH,PARKER,District,,No,No,721,0.49,0.096,C,75,C,77,C,73,D,62,C,73,D,69,,,,,,,,,Not Earned,,,,,,,
184901,POOLVILLE ISD,184901001,POOLVILLE H S,REGION 11: FORT WORTH,PARKER,High School,09 - 12,No,No,170,0.347,0.053,C,77,C,79,C,72,D,64,C,72,C,72,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,12,12,60,60,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
184901,POOLVILLE ISD,184901041,POOLVILLE J H,REGION 11: FORT WORTH,PARKER,Middle School,06 - 08,No,No,172,0.552,0.14,B,80,B,80,B,82,C,73,B,82,C,75,,,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,12,12,60,60,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
184901,POOLVILLE ISD,184901101,POOLVILLE EL,REGION 11: FORT WORTH,PARKER,Elementary,EE - 05,No,No,379,0.525,0.095,D,68,C,72,D,65,F,48,D,65,D,60,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,12,12,60,60,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
184902,SPRINGTOWN ISD,,,REGION 11: FORT WORTH,PARKER,District,,No,No,4111,0.49,0.087,C,73,C,76,C,72,C,72,C,72,D,67,,,,,,,,,Not Earned,,,,,,,
184902,SPRINGTOWN ISD,184902001,SPRINGTOWN H S,REGION 11: FORT WORTH,PARKER,High School,09 - 12,No,No,1180,0.405,0.072,C,79,C,78,B,81,C,79,B,81,C,74,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,12,12,60,60,30,30,COMBINED ENROLLMENT TYPE SCHOOL
184902,SPRINGTOWN ISD,184902041,SPRINGTOWN MIDDLE,REGION 11: FORT WORTH,PARKER,Middle School,07 - 08,No,No,627,0.504,0.093,C,72,C,74,C,75,C,75,D,66,D,66,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,12,12,60,60,30,30,COMBINED ENROLLMENT TYPE SCHOOL
184902,SPRINGTOWN ISD,184902106,SPRINGTOWN EL,REGION 11: FORT WORTH,PARKER,Elementary,EE - 04,No,No,672,0.6,0.137,C,74,C,76,C,77,D,65,C,77,D,66,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,12,12,60,60,30,30,COMBINED ENROLLMENT TYPE SCHOOL
184902,SPRINGTOWN ISD,184902107,SPRINGTOWN RENO EL,REGION 11: FORT WORTH,PARKER,Elementary,PK - 04,No,No,368,0.644,0.133,B,82,C,74,B,86,B,86,C,77,C,74,,,Not Earned,Not Earned,,,Earned,Not Earned,Not Earned,12,12,60,60,30,30,COMBINED ENROLLMENT TYPE SCHOOL
184902,SPRINGTOWN ISD,184902108,SPRINGTOWN INT,REGION 11: FORT WORTH,PARKER,Middle School,05 - 06,No,No,619,0.493,0.081,C,70,C,72,D,60,D,60,D,60,D,65,Comprehensive Progress,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,12,12,60,60,30,30,COMBINED ENROLLMENT TYPE SCHOOL
184902,SPRINGTOWN ISD,184902109,GOSHEN CREEK EL,REGION 11: FORT WORTH,PARKER,Elementary,KG - 04,No,No,645,0.425,0.039,D,67,C,77,D,69,F,57,D,69,F,43,Comprehensive Identified,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,12,12,60,60,30,30,COMBINED ENROLLMENT TYPE SCHOOL
184903,WEATHERFORD ISD,,,REGION 11: FORT WORTH,PARKER,District,,No,No,8226,0.475,0.097,C,76,C,78,C,74,C,70,C,74,C,71,,,,,,,,,Not Earned,,,,,,,
184903,WEATHERFORD ISD,184903001,WEATHERFORD H S,REGION 11: FORT WORTH,PARKER,High School,09 - 12,No,No,2525,0.398,0.093,C,78,B,80,C,76,D,64,C,76,C,73,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,12,12,60,60,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
184903,WEATHERFORD ISD,184903041,HALL MIDDLE,REGION 11: FORT WORTH,PARKER,Middle School,06 - 08,No,No,973,0.469,0.104,C,72,C,76,C,70,D,69,C,70,D,63,Additional Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,12,12,60,60,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
184903,WEATHERFORD ISD,184903042,TISON MIDDLE,REGION 11: FORT WORTH,PARKER,Middle School,06 - 08,No,No,879,0.464,0.091,B,80,B,81,C,79,C,79,C,79,C,77,,,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,12,12,60,60,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
184903,WEATHERFORD ISD,184903102,CROCKETT EL,REGION 11: FORT WORTH,PARKER,Elementary,KG - 05,No,No,438,0.486,0.021,D,63,D,65,F,59,F,59,F,56,F,59,Additional Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,12,12,60,60,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
184903,WEATHERFORD ISD,184903103,WRIGHT EL,REGION 11: FORT WORTH,PARKER,Elementary,EE - 05,No,No,565,0.568,0.196,C,73,C,72,C,74,C,74,C,70,C,71,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,12,12,60,60,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
184903,WEATHERFORD ISD,184903105,CURTIS EL,REGION 11: FORT WORTH,PARKER,Elementary,KG - 05,No,No,639,0.51,0.05,C,76,C,77,C,76,C,76,C,74,C,73,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,12,12,60,60,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
184903,WEATHERFORD ISD,184903106,AUSTIN EL,REGION 11: FORT WORTH,PARKER,Elementary,KG - 05,No,No,502,0.375,0.018,C,75,C,79,C,70,D,68,C,70,D,66,,,Not Earned,Earned,Not Earned,,Not Earned,Not Earned,Not Earned,12,12,60,60,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
184903,WEATHERFORD ISD,184903108,MARTIN EL,REGION 11: FORT WORTH,PARKER,Elementary,KG - 05,No,No,494,0.259,0.01,B,89,B,89,B,86,B,86,C,74,B,89,,,Not Earned,Earned,Not Earned,,Not Earned,Not Earned,Not Earned,12,12,60,60,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
184903,WEATHERFORD ISD,184903109,SEGUIN EL,REGION 11: FORT WORTH,PARKER,Elementary,EE - 05,No,No,597,0.687,0.142,B,82,C,77,B,83,C,74,B,83,B,80,,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Earned,12,12,60,60,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
184903,WEATHERFORD ISD,184903110,IKARD EL,REGION 11: FORT WORTH,PARKER,Elementary,PK - 05,No,No,614,0.738,0.22,D,68,D,69,C,71,C,71,C,70,D,60,Additional Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,12,12,60,60,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
184904,MILLSAP ISD,,,REGION 11: FORT WORTH,PARKER,District,,No,No,1099,0.472,0.035,B,85,B,85,B,83,C,77,B,83,B,86,,,,,,,,,Not Earned,,,,,,,
184904,MILLSAP ISD,184904001,MILLSAP H S,REGION 11: FORT WORTH,PARKER,High School,09 - 12,No,No,332,0.416,0.021,A,93,A,92,B,89,C,70,B,89,A,94,,,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Earned,Not Earned,12,12,60,60,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
184904,MILLSAP ISD,184904041,MILLSAP MIDDLE,REGION 11: FORT WORTH,PARKER,Middle School,06 - 08,No,No,236,0.462,0.034,B,82,B,85,B,83,C,76,B,83,C,75,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,12,12,60,60,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
